(69089,60.2)
(15114,181.40000000000003)
(22048,100.6)
(73976,185.8)
(90191,41.2)
(88581,256.20000000000005)
(32078,246.60000000000002)
(44372,146.8)
(36814,41.6)
(4471,192.4)
(23605,118.20000000000002)
(64170,186.20000000000005)
(87117,70.0)
(4871,173.0)
(68671,257.0)
(13622,142.8)
(54995,303.0)
(85542,73.4)
(51725,251.79999999999998)
(772,262.6000000000001)
(52308,207.0)
(27753,294.6)
(37060,98.4)
(38513,87.0)
(88488,119.0)
(70483,234.20000000000002)
(85687,317.2)
(11989,294.4)
(59705,213.60000000000002)
(39004,179.60000000000002)
(31000,46.0)
(73651,130.20000000000002)
(15145,132.0)
(37301,105.60000000000001)
(75903,155.20000000000002)
(1638,184.60000000000002)
(49498,246.8)
(54160,59.0)
(81539,189.40000000000003)
(43292,97.60000000000002)
(61007,156.0)
(14458,107.20000000000002)
(25546,158.39999999999998)
(46006,58.8)
(95671,85.8)
(10687,84.0)
(97781,19.0)
(26989,133.8)
(98469,212.40000000000003)
(41247,198.4)
(96261,169.4)
(32528,217.0)
(29917,152.0)
(88718,33.4)
(29445,191.2)
(36025,91.4)
(81270,262.6)
(66961,27.400000000000002)
(26590,355.40000000000003)
(92308,280.8)
(41252,151.79999999999998)
(68349,66.2)
(74713,57.00000000000001)
(97619,170.0)
(66189,155.8)
(96577,101.4)
(47304,123.4)
(66800,187.20000000000002)
(77039,127.0)
(34504,89.2)
(56458,214.6)
(20341,301.2)
(45894,146.0)
(88291,111.4)
(17105,129.20000000000002)
(42125,121.0)
(63135,30.200000000000003)
(50012,219.8)
(40125,239.8)
(53086,199.8)
(24462,263.40000000000003)
(85434,102.4)
(18906,98.80000000000001)
(75909,290.40000000000003)
(20880,114.8)
(25568,232.8)
(25025,103.80000000000001)
(36498,293.0)
(86448,27.6)
(6583,145.0)
(45557,156.2)
(58133,116.19999999999999)
(29942,153.79999999999998)
(26783,15.8)
(41629,131.8)
(90957,495.80000000000007)
(20572,213.0)
(65551,236.60000000000002)
(71097,28.8)
(14180,210.60000000000002)
(5836,28.200000000000003)
(79288,66.2)
(12595,136.4)
(19538,212.4)
(87942,104.4)
(79235,144.4)
(17642,14.400000000000002)
(18908,184.8)
(77792,256.20000000000005)
(56436,26.400000000000002)
(27328,279.0)
(25766,159.4)
(62349,197.60000000000002)
(78344,72.60000000000001)
(7388,159.6)
(71060,119.8)
(8758,193.60000000000002)
(97457,139.60000000000002)
(27915,144.60000000000002)
(38683,137.8)
(44837,264.40000000000003)
(74524,64.6)
(76498,172.20000000000002)
(23403,109.4)
(26440,136.4)
(44983,261.6)
(85841,321.80000000000007)
(98076,80.0)
(77875,199.80000000000004)
(33374,161.20000000000005)
(3702,175.40000000000003)
(60279,245.00000000000006)
(23180,261.8)
(24509,135.60000000000002)
(14779,70.4)
(35954,196.8)
(29018,243.20000000000002)
(24448,117.60000000000001)
(71116,115.2)
(8888,91.2)
(2428,242.2)
(91141,108.0)
(77172,155.40000000000003)
(39774,146.0)
(35295,141.4)
(51512,191.0)
(29861,92.20000000000002)
(11839,215.8)
(59383,98.8)
(75273,146.60000000000002)
(16616,140.6)
(54782,157.4)
(23290,155.0)
(50474,221.8)
(62570,317.6)
(74209,317.6)
(82767,122.20000000000002)
(94867,79.2)
(1704,173.60000000000002)
(99572,193.20000000000005)
(76092,114.4)
(79604,141.4)
(87621,117.2)
(92115,104.0)
(78935,454.80000000000007)
(47412,110.60000000000001)
(15521,106.4)
(34195,77.80000000000001)
(70863,115.4)
(44660,335.8)
(16915,94.0)
(46514,307.0)
(11453,220.2)
(13752,212.0)
(49935,79.2)
(57842,169.99999999999997)
(7418,23.8)
(58784,112.4)
(4262,179.0)
(67106,92.2)
(76733,224.4)
(43025,4.2)
(58876,182.0)
(13440,97.4)
(86116,142.2)
(6523,243.8)
(78241,146.40000000000003)
(12977,25.400000000000002)
(50263,158.79999999999998)
(71796,260.20000000000005)
(76601,118.20000000000002)
(41344,216.60000000000002)
(30001,68.2)
(77372,107.80000000000001)
(81175,32.6)
(14533,348.2)
(2709,121.4)
(68176,117.80000000000001)
(30179,133.0)
(62941,207.20000000000002)
(31132,47.199999999999996)
(81830,230.2)
(71176,107.60000000000001)
(60732,17.400000000000002)
(95114,74.60000000000001)
(57756,117.80000000000001)
(80790,84.80000000000001)
(79507,295.2)
(41900,292.20000000000005)
(6842,220.0)
(40778,50.800000000000004)
(48062,57.2)
(40165,124.80000000000001)
(60125,161.40000000000003)
(48899,48.6)
(13307,229.8)
(72995,288.80000000000007)
(81388,175.8)
(33277,109.39999999999999)
(32423,147.4)
(82240,294.2)
(21984,85.60000000000001)
(34539,106.80000000000001)
(4673,224.20000000000005)
(29731,264.0)
(45814,393.80000000000007)
(54678,279.40000000000003)
(44118,156.79999999999998)
(61379,261.6)
(16146,298.6)
(47113,47.2)
(56292,202.60000000000002)
(64565,133.60000000000002)
(62444,271.2)
(72894,67.4)
(70289,236.60000000000002)
(24170,181.0)
(78270,222.8)
(6840,130.20000000000002)
(97970,50.2)
(50155,159.60000000000002)
(81106,181.60000000000002)
(81807,30.000000000000004)
(34908,147.0)
(88617,97.0)
(57686,81.80000000000001)
(10544,176.4)
(45722,112.80000000000001)
(87838,271.2)
(1131,242.60000000000002)
(12162,50.8)
(30049,229.2)
(74838,83.0)
(61474,169.0)
(25090,162.40000000000003)
(16023,72.0)
(82589,61.4)
(22068,9.4)
(38816,228.2)
(32520,166.0)
(91257,237.20000000000002)
(21276,173.8)
(8408,196.4)
(97837,160.20000000000002)
(36418,295.0)
(24864,385.8)
(90111,88.2)
(67205,161.8)
(97772,14.200000000000001)
(13161,222.0)
(60736,250.8)
(46376,126.6)
(33387,186.8)
(44282,173.60000000000002)
(64127,126.4)
(10256,294.8)
(70168,86.20000000000002)
(56803,72.80000000000001)
(21078,109.0)
(32395,90.6)
(45494,91.60000000000001)
(71415,178.2)
(87719,193.60000000000002)
(65713,185.40000000000003)
(84156,35.2)
(74928,141.2)
(37275,61.6)
(47528,178.8)
(2842,172.0)
(63467,165.2)
(85049,211.0)
(15376,218.20000000000002)
(78982,287.59999999999997)
(8820,157.60000000000002)
(2488,222.8)
(49092,98.60000000000001)
(68330,216.0)
(75039,61.400000000000006)
(96085,80.80000000000001)
(64662,173.0)
(40039,129.4)
(83537,240.60000000000002)
(82028,39.6)
(16904,100.80000000000001)
(98832,80.2)
(25023,42.400000000000006)
(14852,221.0)
(1605,322.6)
(16719,93.39999999999999)
(83933,28.8)
(36009,39.400000000000006)
(23454,162.4)
(46862,104.20000000000002)
(83720,74.60000000000001)
(85294,119.2)
(13525,125.60000000000001)
(4024,212.60000000000002)
(7056,179.60000000000002)
(30296,177.20000000000002)
(95879,63.00000000000001)
(1654,102.80000000000001)
(93868,279.40000000000003)
(85733,176.39999999999998)
(35842,212.4)
(31808,82.80000000000001)
(89997,172.2)
(52225,113.80000000000001)
(63719,72.0)
(91961,188.6)
(90513,123.40000000000002)
(47092,342.80000000000007)
(3276,178.6)
(53875,307.6)
(96290,62.60000000000001)
(36225,162.60000000000002)
(25225,271.40000000000003)
(36748,250.60000000000002)
(11280,81.4)
(93154,191.8)
(12465,26.8)
(89355,97.0)
(20037,452.0)
(27072,241.8)
(26923,111.0)
(84648,158.40000000000003)
(52063,209.20000000000005)
(34430,35.6)
(21986,222.20000000000002)
(41810,140.2)
(32872,86.0)
(37974,22.6)
(60613,155.00000000000003)
(95161,122.40000000000003)
(10618,18.400000000000002)
(94768,88.20000000000002)
(23137,189.8)
(49827,169.60000000000002)
(17189,69.2)
(6635,162.2)
(64633,48.2)
(50290,53.8)
(32463,245.6)
(67139,50.2)
(39075,336.99999999999994)
(57350,401.20000000000005)
(83834,148.20000000000002)
(15682,347.6)
(67384,150.20000000000002)
(87504,47.199999999999996)
(99725,57.60000000000001)
(42383,39.2)
(1436,195.8)
(21544,117.4)
(16913,93.0)
(19495,222.39999999999998)
(44930,205.00000000000003)
(58300,104.60000000000001)
(90115,280.6)
(94429,161.40000000000003)
(80024,201.39999999999998)
(2769,92.60000000000001)
(51280,155.20000000000002)
(87410,247.6)
(78946,145.0)
(56207,93.0)
(7317,191.8)
(81540,137.2)
(76731,129.4)
(35844,47.8)
(17961,236.60000000000002)
(42154,310.8)
(72667,157.40000000000003)
(89742,159.20000000000002)
(431,218.00000000000003)
(88091,39.6)
(24033,75.20000000000002)
(30928,184.20000000000002)
(86624,201.40000000000003)
(74175,84.80000000000001)
(21344,36.400000000000006)
(61560,231.0)
(5090,326.20000000000005)
(85007,304.0)
(16070,211.0)
(35424,177.0)
(4851,143.8)
(78520,99.20000000000002)
(34490,237.2)
(38324,86.40000000000002)
(59554,261.00000000000006)
(60761,327.00000000000006)
(34151,102.0)
(90399,65.0)
(20280,237.20000000000002)
(42497,110.60000000000001)
(63904,160.0)
(3030,56.8)
(29098,185.8)
(6637,91.0)
(90478,51.400000000000006)
(17738,156.6)
(63274,210.8)
(17884,204.4)
(19660,16.6)
(76647,217.00000000000003)
(72614,95.4)
(44826,157.0)
(4110,119.60000000000001)
(3553,148.60000000000002)
(33792,295.80000000000007)
(49791,50.400000000000006)
(90588,184.6)
(87177,244.6)
(94946,187.8)
(38456,141.60000000000002)
(26767,174.6)
(10461,141.6)
(50577,180.60000000000002)
(48482,117.80000000000001)
(57473,132.8)
(63636,152.6)
(35309,125.60000000000001)
(23683,98.0)
(62318,101.00000000000001)
(64008,251.40000000000003)
(34144,334.8)
(14742,126.20000000000002)
(74452,78.60000000000001)
(9564,93.4)
(76290,149.40000000000003)
(18920,166.4)
(85081,221.8)
(25377,152.0)
(20079,27.0)
(5250,56.0)
(30126,247.2)
(77587,32.2)
(36685,252.60000000000002)
(72337,311.79999999999995)
(84257,21.800000000000004)
(10704,41.2)
(94153,271.4)
(24268,164.8)
(61713,64.8)
(69748,240.20000000000002)
(76265,57.2)
(3603,50.6)
(8596,240.00000000000003)
(92096,290.40000000000003)
(71639,363.59999999999997)
(49425,47.800000000000004)
(25197,194.40000000000003)
(57662,200.0)
(83791,222.60000000000002)
(88994,215.60000000000002)
(50717,108.0)
(14638,113.80000000000001)
(63841,187.4)
(21025,278.8)
(86152,113.8)
(43261,31.6)
(96717,90.4)
(26853,305.4)
(52278,109.6)
(35152,237.2)
(39772,176.60000000000002)
(10739,198.00000000000003)
(57228,230.0)
(72872,219.0)
(98427,99.0)
(85850,161.60000000000002)
(38988,217.8)
(64255,121.0)
(20307,284.40000000000003)
(74825,155.8)
(9326,200.2)
(98450,40.0)
(44080,74.6)
(96737,290.8)
(41517,79.20000000000002)
(43070,40.8)
(61168,184.8)
(9559,351.2)
(25498,243.00000000000003)
(59556,30.6)
(94137,187.40000000000003)
(44044,106.60000000000001)
(59275,153.4)
(53275,272.4)
(80527,7.4)
(71400,334.6)
(78265,61.800000000000004)
(11044,368.00000000000006)
(20778,82.00000000000001)
(28286,193.60000000000002)
(37626,127.20000000000002)
(48035,109.4)
(73143,247.4)
(73644,39.800000000000004)
(93604,123.8)
(82277,217.00000000000003)
(45689,130.8)
(43812,65.2)
(61896,374.2)
(64217,80.0)
(68402,161.6)
(97042,292.00000000000006)
(18445,275.6)
(74061,67.8)
(25306,75.60000000000001)
(1270,220.8)
(13020,186.00000000000003)
(28440,41.400000000000006)
(93877,362.40000000000003)
(26794,81.2)
(82123,83.60000000000001)
(45836,228.8)
(34348,73.80000000000001)
(68332,244.60000000000002)
(45159,78.2)
(92614,262.00000000000006)
(57400,221.8)
(86066,195.8)
(17743,109.2)
(82152,64.0)
(93941,101.0)
(13893,258.20000000000005)
(12542,262.20000000000005)
(23915,100.80000000000001)
(66271,169.0)
(39367,168.8)
(36160,101.00000000000001)
(70685,169.40000000000003)
(25351,79.0)
(12762,220.4)
(70980,225.0)
(47812,468.00000000000006)
(41502,178.0)
(88545,175.60000000000002)
(19723,91.60000000000001)
(80561,93.60000000000001)
(44152,154.6)
(73039,97.60000000000002)
(71640,99.00000000000001)
(30421,87.80000000000001)
(70342,195.20000000000002)
(66857,128.4)
(46778,164.60000000000002)
(58863,14.8)
(98575,63.2)
(77299,115.0)
(59790,160.6)
(42149,76.80000000000001)
(24066,65.0)
(26886,104.4)
(25582,124.80000000000001)
(19385,75.0)
(91651,123.80000000000001)
(22031,225.8)
(92850,122.19999999999999)
(77420,142.6)
(15147,58.6)
(1230,237.00000000000003)
(69869,306.20000000000005)
(71082,211.6)
(25788,81.0)
(15954,66.4)
(92517,162.39999999999998)
(82873,74.0)
(74650,61.20000000000001)
(5508,161.60000000000002)
(17543,151.60000000000002)
(92243,139.8)
(23702,185.8)
(35611,148.6)
(54182,85.80000000000001)
(34937,48.2)
(83463,80.20000000000002)
(71903,104.60000000000001)
(2073,202.4)
(93716,85.8)
(7155,256.0)
(93190,50.80000000000001)
(33200,168.6)
(62042,55.2)
(21711,56.800000000000004)
(34388,42.0)
(82707,346.0)
(45708,112.00000000000001)
(40141,219.8)
(51211,182.79999999999998)
(42990,297.8)
(72454,70.4)
